Descricao Area de Referencia,Regiao SDG,Periodo de Tempo,Genero,Idade,Valor Observado,Descricao Unidade de Medida,Ano da Fonte,Ano Mais Recente
Republic of Korea,Eastern and South-Eastern Asia,2019,Female,15 years old and over,3.05,Hours per day,2022,1.0
Lao People's Democratic Republic,Eastern and South-Eastern Asia,2017,Female,15 years old and over,3.159753183280947,Hours per day,2022,1.0
Liberia,Sub-Saharan Africa,2010,Female,15 years old and over,1.596486175115207,Hours per day,2022,1.0
Mexico,Latin America and the Caribbean,2009,Female,15 years old and over,7.195373759061955,Hours per day,2022,Sem Informação
Mexico,Latin America and the Caribbean,2014,Female,15 years old and over,6.292541605319887,Hours per day,2022,Sem Informação
Mexico,Latin America and the Caribbean,2019,Female,15 years old and over,6.467254460890781,Hours per day,2022,1.0
Mongolia,Eastern and South-Eastern Asia,2019,Female,15 years old and over,4.6558979045277,Hours per day,2022,1.0
Republic of Moldova,Europe and Northern America,2012,Female,15 years old and over,4.078517714817936,Hours per day,2022,1.0
Oman,Northern Africa and Western Asia,2008,Female,15 years old and over,4.383333333333334,Hours per day,2022,1.0
Norway,Europe and Northern America,2011,Female,15 years old and over,3.649,Hours per day,2022,1.0
Paraguay,Latin America and the Caribbean,2016,Female,15 years old and over,3.309893031106748,Hours per day,2022,1.0
Peru,Latin America and the Caribbean,2010,Female,15 years old and over,5.365839192415913,Hours per day,2022,1.0
Poland,Europe and Northern America,2013,Female,15 years old and over,4.199999999999999,Hours per day,2022,1.0
Serbia,Europe and Northern America,2015,Female,15 years old and over,4.301350456354247,Hours per day,2022,1.0
Serbia,Europe and Northern America,2011,Female,15 years old and over,4.581728774274922,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2010,Female,15 years old and over,3.611000000000001,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2013,Female,15 years old and over,3.658,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2016,Female,15 years old and over,3.899999999999999,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2020,Female,15 years old and over,4.048,Hours per day,2022,1.0
Türkiye,Northern Africa and Western Asia,2006,Female,15 years old and over,5.123607275399999,Hours per day,2022,1.0
Uganda,Sub-Saharan Africa,2018,Female,15 years old and over,3.8,Hours per day,2022,1.0
Austria,Europe and Northern America,2009,Male,15 years old and over,2.356216428451269,Hours per day,2022,1.0
Armenia,Northern Africa and Western Asia,2008,Male,15 years old and over,0.8340000000000001,Hours per day,2022,1.0
Cameroon,Sub-Saharan Africa,2014,Male,15 years old and over,1.145853001530835,Hours per day,2022,1.0
Canada,Europe and Northern America,2015,Male,15 years old and over,2.3,Hours per day,2022,1.0
Colombia,Latin America and the Caribbean,2017,Male,15 years old and over,0.6505055555555554,Hours per day,2022,1.0
Colombia,Latin America and the Caribbean,2013,Male,15 years old and over,0.1647111111111111,Hours per day,2022,Sem Informação
Costa Rica,Latin America and the Caribbean,2017,Male,15 years old and over,2.025720177783963,Hours per day,2022,1.0
Fiji,"Oceania, exc. Australia and New Zealand",2016,Male,15 years old and over,1.183276585714958,Hours per day,2022,1.0
Finland,Europe and Northern America,2000,Male,15 years old and over,2.36,Hours per day,2022,Sem Informação
Finland,Europe and Northern America,2010,Male,15 years old and over,2.461999999999999,Hours per day,2022,1.0
Georgia,Northern Africa and Western Asia,2021,Male,15 years old and over,0.9081252342166956,Hours per day,2022,1.0
State of Palestine,Northern Africa and Western Asia,2000,Male,15 years old and over,0.7833333333333334,Hours per day,2022,Sem Informação
State of Palestine,Northern Africa and Western Asia,2013,Male,15 years old and over,0.7166666666666667,Hours per day,2022,1.0
Germany,Europe and Northern America,2013,Male,15 years old and over,2.482,Hours per day,2022,1.0
Greece,Europe and Northern America,2014,Male,15 years old and over,1.58333337,Hours per day,2022,1.0
Hungary,Europe and Northern America,2010,Male,15 years old and over,1.897763771925652,Hours per day,2022,1.0
Italy,Europe and Northern America,2003,Male,15 years old and over,1.6,Hours per day,2022,Sem Informação
Italy,Europe and Northern America,2009,Male,15 years old and over,1.65,Hours per day,2022,Sem Informação
Italy,Europe and Northern America,2014,Male,15 years old and over,1.83,Hours per day,2022,1.0
Kazakhstan,Central and Southern Asia,2018,Male,15 years old and over,1.416666666666666,Hours per day,2022,1.0
Republic of Korea,Eastern and South-Eastern Asia,2014,Male,15 years old and over,0.8489999999999999,Hours per day,2022,Sem Informação
Republic of Korea,Eastern and South-Eastern Asia,2019,Male,15 years old and over,0.8666666666666667,Hours per day,2022,1.0
Lao People's Democratic Republic,Eastern and South-Eastern Asia,2017,Male,15 years old and over,2.212002216888882,Hours per day,2022,1.0
Liberia,Sub-Saharan Africa,2010,Male,15 years old and over,0.5884665792922674,Hours per day,2022,1.0
Mexico,Latin America and the Caribbean,2009,Male,15 years old and over,2.574168942164719,Hours per day,2022,Sem Informação
Mexico,Latin America and the Caribbean,2014,Male,15 years old and over,2.401074952565608,Hours per day,2022,Sem Informação
Mexico,Latin America and the Caribbean,2019,Male,15 years old and over,2.740592344283803,Hours per day,2022,1.0
Mongolia,Eastern and South-Eastern Asia,2019,Male,15 years old and over,2.137211931999173,Hours per day,2022,1.0
Republic of Moldova,Europe and Northern America,2012,Male,15 years old and over,2.036406022768176,Hours per day,2022,1.0
Oman,Northern Africa and Western Asia,2008,Male,15 years old and over,1.733333333333334,Hours per day,2022,1.0
Norway,Europe and Northern America,2011,Male,15 years old and over,2.54,Hours per day,2022,1.0
Paraguay,Latin America and the Caribbean,2016,Male,15 years old and over,1.102037308492577,Hours per day,2022,1.0
Peru,Latin America and the Caribbean,2010,Male,15 years old and over,2.003213027488597,Hours per day,2022,1.0
Poland,Europe and Northern America,2013,Male,15 years old and over,2.1,Hours per day,2022,1.0
Serbia,Europe and Northern America,2015,Male,15 years old and over,2.088673796087668,Hours per day,2022,1.0
Serbia,Europe and Northern America,2011,Male,15 years old and over,2.094149830511973,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2010,Male,15 years old and over,2.339,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2013,Male,15 years old and over,2.493,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2016,Male,15 years old and over,2.582,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2020,Male,15 years old and over,2.716,Hours per day,2022,1.0
Türkiye,Northern Africa and Western Asia,2006,Male,15 years old and over,0.8024217632,Hours per day,2022,1.0
Uganda,Sub-Saharan Africa,2018,Male,15 years old and over,2.1,Hours per day,2022,1.0
Austria,Europe and Northern America,2009,Female,15 to 24 years old,1.708225162899156,Hours per day,2022,1.0
Armenia,Northern Africa and Western Asia,2008,Female,15 to 24 years old,3.148,Hours per day,2022,1.0
Cameroon,Sub-Saharan Africa,2014,Female,15 to 24 years old,3.2739971640748,Hours per day,2022,1.0
Canada,Europe and Northern America,2015,Female,15 to 24 years old,1.6,Hours per day,2022,1.0
Colombia,Latin America and the Caribbean,2017,Female,15 to 24 years old,2.954297222222222,Hours per day,2022,1.0
Colombia,Latin America and the Caribbean,2013,Female,15 to 24 years old,0.8032611111111112,Hours per day,2022,Sem Informação
Costa Rica,Latin America and the Caribbean,2017,Female,15 to 24 years old,3.439456186449389,Hours per day,2022,1.0
Fiji,"Oceania, exc. Australia and New Zealand",2016,Female,15 to 24 years old,2.329177951789696,Hours per day,2022,1.0
Finland,Europe and Northern America,2000,Female,15 to 24 years old,2.208999999999999,Hours per day,2022,Sem Informação
Finland,Europe and Northern America,2010,Female,15 to 24 years old,1.69,Hours per day,2022,1.0
Georgia,Northern Africa and Western Asia,2021,Female,15 to 24 years old,1.864764139266542,Hours per day,2022,1.0
State of Palestine,Northern Africa and Western Asia,2000,Female,15 to 24 years old,4.383333333333334,Hours per day,2022,Sem Informação
State of Palestine,Northern Africa and Western Asia,2013,Female,15 to 24 years old,3.433333333333334,Hours per day,2022,1.0
Germany,Europe and Northern America,2013,Female,15 to 24 years old,1.628,Hours per day,2022,1.0
Greece,Europe and Northern America,2014,Female,15 to 24 years old,1.2,Hours per day,2022,1.0
Hungary,Europe and Northern America,2010,Female,15 to 24 years old,1.925438714039726,Hours per day,2022,1.0
Italy,Europe and Northern America,2003,Female,15 to 24 years old,1.81,Hours per day,2022,Sem Informação
Italy,Europe and Northern America,2009,Female,15 to 24 years old,1.55,Hours per day,2022,Sem Informação
Italy,Europe and Northern America,2014,Female,15 to 24 years old,1.52,Hours per day,2022,1.0
Kazakhstan,Central and Southern Asia,2018,Female,15 to 24 years old,3.25,Hours per day,2022,1.0
Republic of Korea,Eastern and South-Eastern Asia,2014,Female,15 to 24 years old,0.851,Hours per day,2022,Sem Informação
Republic of Korea,Eastern and South-Eastern Asia,2019,Female,15 to 24 years old,0.7424510453567811,Hours per day,2022,1.0
Lao People's Democratic Republic,Eastern and South-Eastern Asia,2017,Female,15 to 24 years old,3.196846122298974,Hours per day,2022,1.0
Mexico,Latin America and the Caribbean,2009,Female,15 to 24 years old,5.181758020956038,Hours per day,2022,Sem Informação
Mexico,Latin America and the Caribbean,2014,Female,15 to 24 years old,4.562739354098365,Hours per day,2022,Sem Informação
Mexico,Latin America and the Caribbean,2019,Female,15 to 24 years old,4.799667003360288,Hours per day,2022,1.0
Mongolia,Eastern and South-Eastern Asia,2015,Female,15 to 24 years old,3.516333333333333,Hours per day,2022,Sem Informação
Mongolia,Eastern and South-Eastern Asia,2019,Female,15 to 24 years old,3.128846646632653,Hours per day,2022,1.0
Republic of Moldova,Europe and Northern America,2012,Female,15 to 24 years old,2.563771205222391,Hours per day,2022,1.0
Norway,Europe and Northern America,2011,Female,15 to 24 years old,1.882,Hours per day,2022,1.0
Paraguay,Latin America and the Caribbean,2016,Female,15 to 24 years old,2.275799464067299,Hours per day,2022,1.0
Peru,Latin America and the Caribbean,2010,Female,15 to 24 years old,3.801817238342259,Hours per day,2022,1.0
Poland,Europe and Northern America,2013,Female,15 to 24 years old,2.417,Hours per day,2022,1.0
Romania,Europe and Northern America,2000,Female,15 to 24 years old,2.8,Hours per day,2022,Sem Informação
Romania,Europe and Northern America,2012,Female,15 to 24 years old,2.083333333333334,Hours per day,2022,1.0
Serbia,Europe and Northern America,2015,Female,15 to 24 years old,1.795488967376793,Hours per day,2022,1.0
Serbia,Europe and Northern America,2011,Female,15 to 24 years old,1.473458719770251,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2010,Female,15 to 24 years old,2.02,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2013,Female,15 to 24 years old,2.019,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2016,Female,15 to 24 years old,3.212,Hours per day,2022,Sem Informação
Switzerland,Europe and Northern America,2020,Female,15 to 24 years old,3.005,Hours per day,2022,1.0
Türkiye,Northern Africa and Western Asia,2006,Female,15 to 24 years old,3.5504499628,Hours per day,2022,1.0
Uganda,Sub-Saharan Africa,2018,Female,15 to 24 years old,3.8,Hours per day,2022,1.0
Austria,Europe and Northern America,2009,Male,15 to 24 years old,0.7797150698996682,Hours per day,2022,1.0
Armenia,Northern Africa and Western Asia,2008,Male,15 to 24 years old,0.5260000000000001,Hours per day,2022,1.0
Cameroon,Sub-Saharan Africa,2014,Male,15 to 24 years old,1.106268641091684,Hours per day,2022,1.0
Colombia,Latin America and the Caribbean,2017,Male,15 to 24 years old,0.8903555555555556,Hours per day,2022,1.0
Colombia,Latin America and the Caribbean,2013,Male,15 to 24 years old,0.1435277777777778,Hours per day,2022,Sem Informação
Costa Rica,Latin America and the Caribbean,2017,Male,15 to 24 years old,1.539961812928892,Hours per day,2022,1.0
Fiji,"Oceania, exc. Australia and New Zealand",2016,Male,15 to 24 years old,0.9160335049031888,Hours per day,2022,1.0
Finland,Europe and Northern America,2000,Male,15 to 24 years old,1.245,Hours per day,2022,Sem Informação
Finland,Europe and Northern America,2010,Male,15 to 24 years old,1.24,Hours per day,2022,1.0
Georgia,Northern Africa and Western Asia,2021,Male,15 to 24 years old,0.3227832178691493,Hours per day,2022,1.0
State of Palestine,Northern Africa and Western Asia,2000,Male,15 to 24 years old,0.5166666666666666,Hours per day,2022,Sem Informação
State of Palestine,Northern Africa and Western Asia,2013,Male,15 to 24 years old,0.4833333333333333,Hours per day,2022,1.0
Germany,Europe and Northern America,2013,Male,15 to 24 years old,0.982,Hours per day,2022,1.0
Greece,Europe and Northern America,2014,Male,15 to 24 years old,0.4666667,Hours per day,2022,1.0
Hungary,Europe and Northern America,2010,Male,15 to 24 years old,0.797427369032806,Hours per day,2022,1.0
Italy,Europe and Northern America,2003,Male,15 to 24 years old,0.52,Hours per day,2022,Sem Informação
Italy,Europe and Northern America,2009,Male,15 to 24 years old,0.47,Hours per day,2022,Sem Informação
Italy,Europe and Northern America,2014,Male,15 to 24 years old,0.51,Hours per day,2022,1.0
Kazakhstan,Central and Southern Asia,2018,Male,15 to 24 years old,1.016666666666667,Hours per day,2022,1.0
Republic of Korea,Eastern and South-Eastern Asia,2014,Male,15 to 24 years old,0.35,Hours per day,2022,Sem Informação
Republic of Korea,Eastern and South-Eastern Asia,2019,Male,15 to 24 years old,0.3461560096628205,Hours per day,2022,1.0
Lao People's Democratic Republic,Eastern and South-Eastern Asia,2017,Male,15 to 24 years old,2.048164208445125,Hours per day,2022,1.0
Mexico,Latin America and the Caribbean,2009,Male,15 to 24 years old,2.015615217085599,Hours per day,2022,Sem Informação
Mexico,Latin America and the Caribbean,2014,Male,15 to 24 years old,2.043703265470175,Hours per day,2022,Sem Informação
Mexico,Latin America and the Caribbean,2019,Male,15 to 24 years old,2.304159549328683,Hours per day,2022,1.0
